"","nome_socio","txNomeParlamentar","nomeCivil","distancia","considerado.igual"
"590","JOSE NELTO LAGARES DAS MERCEZ","José Nelto","JOSE NELTO LAGARES DAS MERCEZ",0,TRUE
"591","FABIO LOUREIRO SOUTO","FÁBIO SOUTO","FABIO LOUREIRO SOUTO",0,TRUE
"592","JOAO DERLY DE OLIVEIRA NUNES JUNIOR","JOÃO DERLY","JOAO DERLY DE OLIVEIRA NUNES JUNIOR",0,TRUE
"593","GUILHERME MUSSI FERREIRA","Guilherme Mussi","GUILHERME MUSSI FERREIRA",0,TRUE
"594","GABRIEL GUIMARAES DE ANDRADE","GABRIEL GUIMARÃES","GABRIEL GUIMARAES DE ANDRADE",0,TRUE
"595","FREDERICO DE CASTRO ESCALEIRA","Dr. Frederico","FREDERICO DE CASTRO ESCALEIRA",0,TRUE
"596","ARNALDO FRANCA VIANNA","ARNALDO VIANNA","ARNALDO FRANCA VIANNA",0,TRUE
"597","PEDRO DOS SANTOS LIMA GUERRA","PEDRO GUERRA","PEDRO DOS SANTOS LIMA GUERRA",0,TRUE
"598","FERNANDO BEZERRA DE SOUZA COELHO FILHO","Fernando Coelho Filho","FERNANDO BEZERRA DE SOUZA COELHO FILHO",0,TRUE
"599","PAULO GABRIEL GODINHO DELGADO","PAULO DELGADO","PAULO GABRIEL GODINHO DELGADO",0,TRUE
"600","ZACARIAS VILHARBA","VILALBA","ZACARIAS VILHARBA",0,TRUE
"601","JOICE CRISTINA HASSELMANN","Joice Hasselmann","JOICE CRISTINA HASSELMANN",0,TRUE
"602","GILLIANO FRED NASCIMENTO CUTRIM","Gil Cutrim","GILLIANO FRED NASCIMENTO CUTRIM",0,TRUE
"603","HERCULANO CASTILHO PASSOS JUNIOR","Herculano Passos","HERCULANO CASTILHO PASSOS JUNIOR",0,TRUE
"604","CLARISSA GAROTINHO BARROS ASSED MATHEUS DE OLIVEIRA","Clarissa Garotinho","CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA",10,FALSE
"605","UBIRAJARA DO PINDARE ALMEIDA SOUSA","Bira do Pindaré","UBIRAJARA DO PINDARE ALMEIDA SOUSA",0,TRUE
"606","ANTONIO WANDSCHEER","Toninho Wandscheer","ANTONIO WANDSCHEER",0,TRUE
"607","NELSON MARQUEZELLI","NELSON MARQUEZELLI","NELSON MARQUEZELLI",0,TRUE
"608","MARCOS ABRAO RORIZ SOARES DE CARVALHO","MARCOS ABRÃO","MARCOS ABRAO RORIZ SOARES DE CARVALHO",0,TRUE
"609","SERGIO TOLEDO DE ALBUQUERQUE","Sergio Toledo","SERGIO TOLEDO DE ALBUQUERQUE",0,TRUE
"610","ULDURICO ALVES PINTO","ULDURICO PINTO","ULDURICO ALVES PINTO",0,TRUE
"611","ROGERIO SIMONETTI MARINHO","ROGÉRIO MARINHO","ROGERIO SIMONETTI MARINHO",0,TRUE
"612","JOSE REINALDO CARNEIRO TAVARES","JOSÉ REINALDO","JOSE REINALDO CARNEIRO TAVARES",0,TRUE
"613","FRANKLIN ROBERTO DE LIMA SOUZA","FRANKLIN","FRANKLIN ROBERTO DE LIMA SOUZA",0,TRUE
"614","EDSON GIROTO","GIROTO","EDSON GIROTO",0,TRUE
"615","ANTONIO PALOCCI FILHO","ANTONIO PALOCCI","ANTONIO PALOCCI FILHO",0,TRUE
"616","IGOR TARCIANO TIMO","Igor Timo","IGOR TARCIANO TIMO",0,TRUE
"617","SANDRA MARIA DA ESCOSSIA ROSADO","SANDRA ROSADO","SANDRA MARIA DA ESCOSSIA ROSADO",0,TRUE
"618","HELIO LEITE DA SILVA","Hélio Leite","HELIO LEITE DA SILVA",0,TRUE
"619","RAYMUNDO VELOSO SILVA","VELOSO","RAYMUNDO VELOSO SILVA",0,TRUE
"620","ZENAIDE MAIA CALADO PEREIRA DOS SANTOS","ZENAIDE MAIA","ZENAIDE MAIA CALADO PEREIRA DOS SANTOS",0,TRUE
"621","ARMANDO ABILIO VIEIRA","ARMANDO ABÍLIO","ARMANDO ABILIO VIEIRA",0,TRUE
"622","EDMILSON JOSE VALENTIM DOS SANTOS","EDMILSON VALENTIM","EDMILSON JOSE VALENTIM DOS SANTOS",0,TRUE
"623","JULIO CESAR RIBEIRO","Julio Cesar Ribeiro","JULIO CESAR RIBEIRO",0,TRUE
"624","GIVALDO DE SA GOUVEIA CARIMBAO","GIVALDO CARIMBÃO","GIVALDO DE SA GOUVEIA",9,FALSE
"625","WLADIMIR BARROS ASSED MATHEUS DE OLIVEIRA","Wladimir Garotinho","WLADIMIR BARROS ASSED MATHEUS DE OLIVEIRA",0,TRUE
"626","RODRIGO COELHO","Rodrigo Coelho","RODRIGO COELHO",0,TRUE
"627","JOSE ORCIRIO MIRANDA DOS SANTOS","ZECA DO PT","JOSE ORCIRIO MIRANDA DOS SANTOS",0,TRUE
"628","JOSE CARLOS VAZ DE LIMA","VAZ DE LIMA","JOSE CARLOS VAZ DE LIMA",0,TRUE
"629","JOSE MENDONCA BEZERRA","JOSÉ MENDONÇA BEZERRA","JOSE MENDONCA BEZERRA",0,TRUE
"630","MARCONDES IRAN BENEVIDES GADELHA","MARCONDES GADELHA","MARCONDES IRAN BENEVIDES GADELHA",0,TRUE
"631","MARCIO ALMEIDA PASSOS","MARCIO PASSOS","MARCIO ALMEIDA PASSOS",0,TRUE
"632","EDILAZIO GOMES DA SILVA JUNIOR","Edilázio Júnior","EDILAZIO GOMES DA SILVA JUNIOR",0,TRUE
"633","MAX FERREIRA COUTO","DR. JOÃO","JOAO FERREIRA NETO",10,FALSE
"634","GLEISI HELENA HOFFMANN","Gleisi Hoffmann","GLEISI HELENA HOFFMANN",0,TRUE
"635","RONEY TANIOS NEMER","RÔNEY NEMER","RONEY TANIOS NEMER",0,TRUE
"636","ALESSANDRO LUCCIOLA MOLON","Alessandro Molon","ALESSANDRO LUCCIOLA MOLON",0,TRUE
"637","EDUARDO ALVES DO AMORIM","EDUARDO AMORIM","EDUARDO ALVES DO AMORIM",0,TRUE
"638","OSVALDO DE SOUZA COELHO","OSVALDO COELHO","OSVALDO DE SOUZA COELHO",0,TRUE
"639","JOSIMAR CUNHA RODRIGUES","Josimar Maranhãozinho","JOSIMAR CUNHA RODRIGUES",0,TRUE
"640","BENEDITA SOUZA DA SILVA SAMPAIO","Benedita da Silva","BENEDITA SOUZA DA SILVA SAMPAIO",0,TRUE
"641","BENEDITO DE LIRA","BENEDITO DE LIRA","BENEDITO DE LIRA",0,TRUE
"642","LEONARDO RIBEIRO ALBUQUERQUE","Dr. Leonardo","LEONARDO RIBEIRO ALBUQUERQUE",0,TRUE
"643","MARCELO THEODORO DE AGUIAR","MARCELO AGUIAR","MARCELO THEODORO DE AGUIAR",0,TRUE
"644","EDGARD MONTEMOR FERNANDES","EDINHO MONTEMOR","EDGARD MONTEMOR FERNANDES",0,TRUE
"645","SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR","Sebastião Oliveira","SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR",0,TRUE
"646","OLAVO CALHEIROS FILHO","OLAVO CALHEIROS","OLAVO CALHEIROS FILHO",0,TRUE
"647","ADEMIR CAMILO PRATES RODRIGUES","ADEMIR CAMILO","ADEMIR CAMILO PRATES RODRIGUES",0,TRUE
"648","VINICIUS LAZZER POIT","Vinicius Poit","VINICIUS LAZZER POIT",0,TRUE
"649","ANTONIO LAZARO SILVA","IRMÃO LAZARO","ANTONIO LAZARO SILVA",0,TRUE
"650","DIRLAINE JAQUELINE CASSOL","Jaqueline Cassol","DIRLAINE JAQUELINE CASSOL",0,TRUE
"651","WELLINGTON ANTONIO FAGUNDES","WELLINGTON FAGUNDES","WELLINGTON ANTONIO FAGUNDES",0,TRUE
"652","JOSE WELLINGTON ROBERTO","Wellington Roberto","JOSE WELLINGTON ROBERTO",0,TRUE
"653","RENZO DO AMARAL BRAZ","RENZO BRAZ","RENZO DO AMARAL BRAZ",0,TRUE
"654","RENATO SIMOES","RENATO SIMÕES","RENATO SIMOES",0,TRUE
"655","AMIR FRANCISCO LANDO","AMIR LANDO","AMIR FRANCISCO LANDO",0,TRUE
"656","ADRIAN MUSSI RAMOS","ADRIAN","ADRIAN MUSSI RAMOS",0,TRUE
"657","MIRO TEIXEIRA","MIRO TEIXEIRA","MIRO TEIXEIRA",0,TRUE
"658","JOSE ARNON CRUZ BEZERRA DE MENEZES","ARNON BEZERRA","JOSE ARNON CRUZ BEZERRA DE MENEZES",0,TRUE
"659","PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES","Pedro Augusto Bezerra","PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES",0,TRUE
"660","JOAO MARCELO SANTOS SOUZA","João Marcelo Souza","JOAO MARCELO SANTOS SOUZA",0,TRUE
"661","VICENTE ALVES DE OLIVEIRA JUNIOR","Vicentinho Júnior","VICENTE ALVES DE OLIVEIRA JUNIOR",0,TRUE
"662","JOSE DA CRUZ MARINHO","ZEQUINHA MARINHO","JOSE DA CRUZ MARINHO",0,TRUE
"663","JORGE TADEU MUDALEN","JORGE TADEU MUDALEN","JORGE TADEU MUDALEN",0,TRUE
"664","CEZAR AUGUSTO CAROLLO SILVESTRI","CEZAR SILVESTRI","CEZAR AUGUSTO CAROLLO SILVESTRI",0,TRUE
"665","URZENI DA ROCHA FREITAS FILHO","URZENI ROCHA","URZENI DA ROCHA FREITAS FILHO",0,TRUE
"666","NARCIO RODRIGUES DA SILVEIRA","NARCIO RODRIGUES","NARCIO RODRIGUES DA SILVEIRA",0,TRUE
"667","FLAVIANO FLAVIO BAPTISTA DE MELO","Flaviano Melo","FLAVIANO FLAVIO BAPTISTA DE MELO",0,TRUE
"668","FLAVIO ALVES SABINO","CABO SABINO","FLAVIO ALVES SABINO",0,TRUE
"669","FERNANDO ANTONIO FOLGADO GONCALVES","FERNANDO GONÇALVES","FERNANDO ANTONIO FOLGADO GONCALVES",0,TRUE
"670","MARINA SANTOS BATISTA DIAS","Marina Santos","MARINA SANTOS BATISTA DIAS",0,TRUE
"671","CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO","Beto Rosado","CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO",0,TRUE
"672","ANTONIO CARLOS PEIXOTO DE MAGALHAES NETO","ANTONIO CARLOS MAGALHÃES NETO","ANTONIO CARLOS PEIXOTO DE MAGALHAES NETO",0,TRUE
"673","GILSON MARQUES VIEIRA","Gilson Marques","GILSON MARQUES VIEIRA",0,TRUE
"674","CARLOS ROBERTO MASSA JUNIOR","RATINHO JUNIOR","CARLOS ROBERTO MASSA JUNIOR",0,TRUE
"675","ALBERICO DE FRANCA FERREIRA FILHO","ALBÉRICO FILHO","ALBERICO DE FRANCA FERREIRA FILHO",0,TRUE
"676","PAULO SERGIO PARANHOS DE MAGALHAES","Paulo Magalhães","PAULO SERGIO PARANHOS DE MAGALHAES",0,TRUE
"677","JUTAHY MAGALHAES JUNIOR","JUTAHY JUNIOR","JUTAHY MAGALHAES JUNIOR",0,TRUE
"678","VANDERLEI MACRIS","Vanderlei Macris","VANDERLEI MACRIS",0,TRUE
"679","LUCAS DE CASTRO SANTOS","Lucas Vergilio","LUCAS DE CASTRO SANTOS",0,TRUE
"680","JOAO PAULO LIMA E SILVA","JOÃO PAULO LIMA","JOAO PAULO LIMA E SILVA",0,TRUE
"681","GIOVANI CHERINI","Giovani Cherini","GIOVANI CHERINI",0,TRUE
"682","LUIZ ODORICO MONTEIRO DE ANDRADE","ODORICO MONTEIRO","LUIZ ODORICO MONTEIRO DE ANDRADE",0,TRUE
"683","VANDA DENIR MILANI NOGUEIRA","Dra. Vanda Milani","VANDA DENIR MILANI NOGUEIRA",0,TRUE
"684","TELMA SANDRA AUGUSTO DE SOUZA","TELMA DE SOUZA","TELMA SANDRA AUGUSTO DE SOUZA",0,TRUE
"685","EVANDRO ROGERIO ROMAN","Roman","EVANDRO ROGERIO ROMAN",0,TRUE
"686","FERNANDO DESTITO FRANCISCHINI","DELEGADO FRANCISCHINI","FERNANDO DESTITO FRANCISCHINI",0,TRUE
"687","CASSIO COELHO ANDRADE","Cássio Andrade","CASSIO COELHO ANDRADE",0,TRUE
"688","WASHINGTON REIS DE OLIVEIRA","WASHINGTON REIS","WASHINGTON REIS DE OLIVEIRA",0,TRUE
"689","GIOVANNI CORREA QUEIROZ","GIOVANNI QUEIROZ","GIOVANNI CORREA QUEIROZ",0,TRUE
"690","DAMIAO FELICIANO DA SILVA","Damião Feliciano","DAMIAO FELICIANO DA SILVA",0,TRUE
"691","LUIZ FERNANDO SALVADORI ZACHIA","FERNANDO ZACHIA","LUIZ FERNANDO SALVADORI ZACHIA",0,TRUE
"692","FRANCISCO VAIDON OLIVEIRA","Vaidon Oliveira","FRANCISCO VAIDON OLIVEIRA",0,TRUE
"693","ALCEU MOREIRA DA SILVA","Alceu Moreira","ALCEU MOREIRA DA SILVA",0,TRUE
"694","MAURO NAZIF RASUL","Mauro Nazif","MAURO NAZIF RASUL",0,TRUE
"695","AMARO ROCHA NASCIMENTO NETO","Amaro Neto","AMARO ROCHA NASCIMENTO NETO",0,TRUE
"696","LUIS FELIPE SILVA DE SOUZA","FELIPE SOUZA","LUIS FELIPE SILVA DE SOUZA",0,TRUE
"697","VITOR PAULO ARAUJO DOS SANTOS","VITOR PAULO","VITOR PAULO ARAUJO DOS SANTOS",0,TRUE
"698","ANTONIA MAGALHAES DA CRUZ","TONHA MAGALHÃES","ANTONIA MAGALHAES DA CRUZ",0,TRUE
"699","EVANDRO COSTA MILHOMEN","EVANDRO MILHOMEN","EVANDRO COSTA MILHOMEN",0,TRUE
"700","ANDRE CARLOS ALVES DE PAULA FILHO","André de Paula","ANDRE CARLOS ALVES DE PAULA FILHO",0,TRUE
"701","ANTONIO RIBEIRO","Frei Anastacio Ribeiro","ANTONIO RIBEIRO",0,TRUE
"702","JOSE AROLDO SOUZA MARTINS","Aroldo Martins","JOSE AROLDO SOUZA MARTINS",0,TRUE
"703","GIOVANI BATISTA FELTES","Giovani Feltes","GIOVANI BATISTA FELTES",0,TRUE
"704","LUIS CLAUDIO FERNANDES MIRANDA","Luis Miranda","LUIS CLAUDIO FERNANDES MIRANDA",0,TRUE
"705","LAURIETE RODRIGUES DE JESUS","Lauriete","LAURIETE RODRIGUES DE JESUS",0,TRUE
"706","NEWTON LIMA NETO","NEWTON LIMA","NEWTON LIMA NETO",0,TRUE
"707","LUIZ FERNANDO ARANTES MACHADO","LUIZ FERNANDO MACHADO","LUIZ FERNANDO ARANTES MACHADO",0,TRUE
"708","DAVID BEZERRA RIBEIRO SOARES","David Soares","DAVID BEZERRA RIBEIRO SOARES",0,TRUE
"709","MARIA APARECIDA BORGHETTI","CIDA BORGHETTI","MARIA APARECIDA BORGHETTI",0,TRUE
"710","JOSE OTACI BARROSO DO NASCIMENTO","Ottaci Nascimento","JOSE OTACI BARROSO DO NASCIMENTO",0,TRUE
"711","ADRIANO ELI CORREA","Eli Corrêa Filho","ADRIANO ELI CORREA",0,TRUE
"712","DAMIAO GOMES","Luiz Flávio Gomes","LUIZ FLAVIO GOMES",11,FALSE
"713","LEANDRO JOSE MENDES SAMPAIO FERNANDES","LEANDRO SAMPAIO","LEANDRO JOSE MENDES SAMPAIO FERNANDES",0,TRUE
"714","JANDIRA FEGHALI","Jandira Feghali","JANDIRA FEGHALI",0,TRUE
"715","NELSON NAHIM MATHEUS DE OLIVEIRA","NELSON NAHIM","NELSON NAHIM MATHEUS DE OLIVEIRA",0,TRUE
"716","EDSON APARECIDO DOS SANTOS","EDSON APARECIDO","EDSON APARECIDO DOS SANTOS",0,TRUE
"717","ULDURICO ALENCAR PINTO","Uldurico Junior","ULDURICO ALENCAR PINTO",0,TRUE
"718","JORGINHO DOS SANTOS MELLO","JORGINHO MELLO","JORGINHO DOS SANTOS MELLO",0,TRUE
"719","ARMANDO DE QUEIROZ MONTEIRO NETO","ARMANDO MONTEIRO","ARMANDO DE QUEIROZ MONTEIRO NETO",0,TRUE
"720","ARMANDO DE QUEIROZ MONTEIRO NETO","ARMANDO MONTEIRO","ARMANDO DE QUEIROZ MONTEIRO FILHO",7,TRUE
"721","PAULO ROBERTO FREIRE DA COSTA","Paulo Freire Costa","PAULO ROBERTO FREIRE DA COSTA",0,TRUE
"722","EDERSON DAL MOLIN","XUXU DAL MOLIN","EDERSON DAL MOLIN",0,TRUE
"723","WELITON FERNANDES PRADO","Weliton Prado","WELITON FERNANDES PRADO",0,TRUE
"724","AUGUSTO RODRIGUES COUTINHO DE MELO","Augusto Coutinho","AUGUSTO RODRIGUES COUTINHO DE MELO",0,TRUE
"725","PAULO ROBERTO GOMES MANSUR","BETO MANSUR","PAULO ROBERTO GOMES MANSUR",0,TRUE
"726","PAUDERNEY TOMAZ AVELINO","PAUDERNEY AVELINO","PAUDERNEY TOMAZ AVELINO",0,TRUE
"727","FRANCISCO EURICO DA SILVA","Pastor Eurico","FRANCISCO EURICO DA SILVA",0,TRUE
"728","HELIO BATISTA DOS SANTOS","HÉLIO SANTOS","HELIO BATISTA DOS SANTOS",0,TRUE
"729","JOSE FUSCALDI CESILIO","TATICO","JOSE FUSCALDI CESILIO",0,TRUE
"730","ALEXANDRE DE MELO TOLEDO","ALEXANDRE TOLEDO","ALEXANDRE DE MELO TOLEDO",0,TRUE
"731","ROGERIO MARTINS LISBOA","ROGERIO LISBOA","ROGERIO MARTINS LISBOA",0,TRUE
"732","LOURIVAL MENDES DA FONSECA FILHO","LOURIVAL MENDES","LOURIVAL MENDES DA FONSECA FILHO",0,TRUE
"733","EFRAIM DE ARAUJO MORAIS FILHO","Efraim Filho","EFRAIM DE ARAUJO MORAIS FILHO",0,TRUE
"734","SEVERINO DE LIRA PESSOA","Severino Pessoa","SEVERINO DE LIRA PESSOA",0,TRUE
"735","OSMAR JOSE SERRAGLIO","OSMAR SERRAGLIO","OSMAR JOSE SERRAGLIO",0,TRUE
"736","PATRUS ANANIAS DE SOUSA","Patrus Ananias","PATRUS ANANIAS DE SOUSA",0,TRUE
"737","FABIO HENRIQUE SANTANA DE CARVALHO","Fábio Henrique","FABIO HENRIQUE SANTANA DE CARVALHO",0,TRUE
"738","FABIO CRUZ MITIDIERI","Fábio Mitidieri","FABIO CRUZ MITIDIERI",0,TRUE
"739","LUIZ ANTONIO VASCONCELLOS CARREIRA","LUIZ CARREIRA","LUIZ ANTONIO VASCONCELLOS CARREIRA",0,TRUE
"740","PAULO ROBERTO BARRETO BORNHAUSEN","PAULO BORNHAUSEN","PAULO ROBERTO BARRETO BORNHAUSEN",0,TRUE
"741","MARCELO GUILHERME DE ARO FERREIRA","Marcelo Aro","MARCELO GUILHERME DE ARO FERREIRA",0,TRUE
"742","ADILTON DOMINGOS SACHETTI","ADILTON SACHETTI","ADILTON DOMINGOS SACHETTI",0,TRUE
"743","LUIZ CARLOS CAETANO","CAETANO","CAETANO",12,FALSE
"744","JOAO ALMEIDA DOS SANTOS","JOÃO ALMEIDA","JOAO ALMEIDA DOS SANTOS",0,TRUE
"745","PAULO GUSTAVO GANIME ALVES TEIXEIRA","Paulo Ganime","PAULO GUSTAVO GANIME ALVES TEIXEIRA",0,TRUE
"746","GEDDEL QUADROS VIEIRA LIMA","GEDDEL VIEIRA LIMA","GEDDEL QUADROS VIEIRA LIMA",0,TRUE
"747","JONES ALEXANDRE MARTINS","JONES MARTINS","JONES ALEXANDRE MARTINS",0,TRUE
"748","JOSE RAFAEL GUERRA PINTO COELHO","RAFAEL GUERRA","JOSE RAFAEL GUERRA PINTO COELHO",0,TRUE
"749","CLAUDIO ANTONIO VIGNATTI","VIGNATTI","CLAUDIO ANTONIO VIGNATTI",0,TRUE
"750","JOAO CARLOS BACELAR BATISTA","Bacelar","JOAO CARLOS BACELAR BATISTA",0,TRUE
"751","MARCELO ZATURANSKY NOGUEIRA ITAGIBA","MARCELO ITAGIBA","MARCELO ZATURANSKY NOGUEIRA ITAGIBA",0,TRUE
"752","LUCIANA KREBS GENRO","LUCIANA GENRO","LUCIANA KREBS GENRO",0,TRUE
"753","FRANCISCO DE ASSIS CARVALHO GONCALVES","Assis Carvalho","FRANCISCO DE ASSIS CARVALHO GONCALVES",0,TRUE
"754","BRUNO CAVALCANTI DE ARAUJO","BRUNO ARAÚJO","BRUNO CAVALCANTI DE ARAUJO",0,TRUE
"755","SILAS BRASILEIRO","SILAS BRASILEIRO","SILAS BRASILEIRO",0,TRUE
"756","NICOLINO BOZZELLA JUNIOR","Bozzella","NICOLINO BOZZELLA JUNIOR",0,TRUE
"757","ODACIR ZONTA","ZONTA","ODACIR ZONTA",0,TRUE
"758","LUIZ JOSE BITTENCOURT","LUIZ BITTENCOURT","LUIZ JOSE BITTENCOURT",0,TRUE
"759","ESMERINO NERI BATISTA FILHO","MIRIQUINHO BATISTA","ESMERINO NERI BATISTA FILHO",0,TRUE
"760","VIRGILIO GUIMARAES DE PAULA","VIRGILIO GUIMARAES","VIRGILIO GUIMARAES",9,FALSE
"761","FERNANDO MELO DA COSTA","FERNANDO MELO","FERNANDO MELO DA COSTA",0,TRUE
"762","JOSE WILSON SANTIAGO FILHO","WILSON FILHO","JOSE WILSON SANTIAGO FILHO",0,TRUE
"763","MARCOS PACCO RIBEIRO COELHO","PROFESSOR PACCO","MARCOS PACCO RIBEIRO COELHO",0,TRUE
"764","ZENALDO RODRIGUES COUTINHO JUNIOR","ZENALDO COUTINHO","ZENALDO RODRIGUES COUTINHO JUNIOR",0,TRUE
"765","JOAQUIM DE LIRA MAIA","LIRA MAIA","JOAQUIM DE LIRA MAIA",0,TRUE
"766","MARCIO CARLOS MARINHO","Márcio Marinho","MARCIO CARLOS MARINHO",0,TRUE
"767","ALEX MARCO SANTANA SOUSA","Alex Santana","ALEX MARCO SANTANA SOUSA",0,TRUE
"768","JOVAIR DE OLIVEIRA ARANTES","JOVAIR ARANTES","JOVAIR DE OLIVEIRA ARANTES",0,TRUE
"769","RICARDO AUGUSTO MACHADO DA SILVA","Ricardo Silva","RICARDO AUGUSTO MACHADO DA SILVA",0,TRUE
"770","JOSE JUSCELINO DOS SANTOS REZENDE FILHO","Juscelino Filho","JOSE JUSCELINO DOS SANTOS REZENDE FILHO",0,TRUE
"771","JOSE ROBERTO SANTIAGO GOMES","ROBERTO SANTIAGO","JOSE ROBERTO SANTIAGO GOMES",0,TRUE
"772","AECIO NEVES DA CUNHA","Aécio Neves","AECIO NEVES DA CUNHA",0,TRUE
"773","ANGELO CREMA MARZOLA JUNIOR","JUNIOR MARZOLA","ANGELO CREMA MARZOLA JUNIOR",0,TRUE
"774","FELIPE LEONE BORNIER DE OLIVEIRA","FELIPE BORNIER","FELIPE LEONE BORNIER DE OLIVEIRA",0,TRUE
"775","MAURICIO RANDS COELHO BARROS","MAURÍCIO RANDS","MAURICIO RANDS COELHO BARROS",0,TRUE
"776","EDUARDO COSENTINO DA CUNHA","EDUARDO CUNHA","EDUARDO COSENTINO DA CUNHA",0,TRUE
"777","HOMERO ALVES PEREIRA","HOMERO PEREIRA","HOMERO ALVES PEREIRA",0,TRUE
"778","LUIZ BARBOSA DE DEUS","LUIZ DE DEUS","LUIZ BARBOSA DE DEUS",0,TRUE
"779","ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO","Antonio Brito","ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO",0,TRUE
"780","LUIZ CARLOS BASSUMA","LUIZ BASSUMA","LUIZ CARLOS BASSUMA",0,TRUE
"781","DANIEL PAULO FONTANA","DANIEL FONTANA","DANIEL PAULO FONTANA",0,TRUE
"782","TIAGO BRAGA PEREIRA","Tiago Dimas","TIAGO BRAGA PEREIRA",0,TRUE
"783","SEVERIANO ALVES DE SOUZA","SEVERIANO ALVES","SEVERIANO ALVES DE SOUZA",0,TRUE
